message,message_length,punct%
"Geeeee ... Your internet is really bad today, eh ?",41,12.2
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,135,4.3999999999999995
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,89,9.0
I love you both too :-),18,16.7
What time. I‘m out until prob 3 or so,29,3.4000000000000004
Good morning princess! How are you?,30,6.7
Lol enjoy role playing much?,24,4.2
U still painting ur wall?,21,4.8
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,129,4.7
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",130,9.2
"Whatever, juliana. Do whatever you want.",35,8.6
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,123,13.8
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",72,2.8000000000000003
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,134,3.6999999999999997
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",68,11.799999999999999
How much is torch in 9ja.,20,5.0
Oh k k:)but he is not a big hitter.anyway good,37,8.1
Armand says get your ass over to epsilon,33,0.0
LMAO where's your fish memory when I need it?,37,5.4
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,90,4.3999999999999995
Do you work all this week ?,21,4.8
Pls i wont belive god.not only jesus.,31,6.5
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",96,4.2
"I can probably come by, everybody's done around  &lt;#&gt;  right?",55,14.499999999999998
I though we shd go out n have some fun so bar in town or something – sound ok?,60,1.7000000000000002
"Yeah, we can probably swing by once my roommate finishes up with his girl",60,1.7000000000000002
"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",123,8.1
When u wana see it then,18,0.0
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,189,5.3
Happy new year to u too!,19,5.3
Merry christmas to u too annie!,26,3.8
Will purchase d stuff today and mail to you. Do you have a po box number?,58,3.4000000000000004
Good. No swimsuit allowed :),24,12.5
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",113,4.3999999999999995
Don know. I did't msg him recently.,29,10.299999999999999
I'll meet you in the lobby,21,4.8
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",104,5.800000000000001
Oh k:)after that placement there ah?,31,9.700000000000001
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,54,7.3999999999999995
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,190,2.6
K..k:)how much does it cost?,24,20.8
To day class is there are no class.,28,3.5999999999999996
"Sorry, I'll call later",19,10.5
Super da:)good replacement for murali,33,6.1
Come to my home for one last time i wont do anything. Trust me.,50,4.0
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,130,1.5
5 nights...We nt staying at port step liao...Too ex,43,14.000000000000002
As in i want custom officer discount oh.,33,3.0
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,67,9.0
Excellent! Wish we were together right now!,37,5.4
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,67,7.5
Great. P diddy is my neighbor and comes for toothpaste every morning,57,1.7999999999999998
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",84,7.1
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",123,4.9
You should get more chicken broth if you want ramen unless there's some I don't know about,74,2.7
My sister cleared two round in birla soft yesterday.,44,2.3
Call me when you get the chance plz &lt;3,33,6.1
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,87,3.4000000000000004
S:)no competition for him.,23,13.0
I am sorry it hurt you.,18,5.6000000000000005
"You aren't coming home between class, right? I need to work out and shower!",62,6.5
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,111,3.5999999999999996
K do I need a login or anything,24,0.0
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,63,4.8
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,79,12.7
<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,102,5.8999999999999995
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",72,2.8000000000000003
Wait . I will msg after  &lt;#&gt;  min.,31,22.6
R u sure they'll understand that! Wine * good idea just had a slurp!,55,7.3
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,117,7.7
Then anything special?,20,5.0
Gimme a few was  &lt;#&gt;  minutes ago,31,16.1
I'm now but have to wait till 2 for the bus to pick me.,42,4.8
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,116,1.7000000000000002
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",131,9.2
"Sir, waiting for your letter.",25,8.0
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,65,10.8
Discussed with your mother ah?,26,3.8
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",114,2.6
Was doing my test earlier. I appreciate you. Will call you tomorrow.,57,5.3
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,70,1.4000000000000001
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",127,7.9
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,142,3.5000000000000004
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",89,7.9
"Haha... Sounds crazy, dunno can tahan anot...",39,17.9
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,105,10.5
"I can't right this second, gotta hit people up first",43,4.7
Sac needs to carry on:),19,10.5
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,58,8.6
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",63,6.3
i am going to bed now prin,20,0.0
I love to cuddle! I want to hold you in my strong arms right now...,53,7.5
I'm at work. Please call,20,10.0
Surely result will offer:),23,8.7
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",238,5.0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",112,9.8
Yes:)here tv is always available in work place..,41,9.8
Do have a nice day today. I love you so dearly.,37,5.4
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",122,7.3999999999999995
Yup...,6,50.0
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,77,7.8
Just sleeping..and surfing,24,8.3
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,51,11.799999999999999
"Sorry, I'll call later",19,10.5
Hmm ill have to think about it... ok you're forgiven! =D,46,13.0
"If e timing can, then i go w u lor...",28,14.299999999999999
Not to worry. I'm sure you'll get it.,30,13.3
"Awesome, think we can get an 8th at usf some time tonight?",47,4.3
"Ok, be careful ! Don't text and drive !",31,12.9
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,91,7.7
Hey tmr maybe can meet you at yck,26,0.0
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,140,2.9000000000000004
Ha ha ha good joke. Girls are situation seekers.,40,5.0
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,118,7.6
"K so am I, how much for an 8th? Fifty?",29,10.299999999999999
No..its ful of song lyrics..,24,16.7
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,65,1.5
U come n search tat vid..not finishd..,32,12.5
No did you check? I got his detailed message now,39,2.6
"This is one of the days you have a billion classes, right?",47,4.3
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,127,4.7
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),71,9.9
"Yep, by the pretty sculpture",24,4.2
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",268,6.3
When did you get to the library,25,0.0
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,54,13.0
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",128,6.2
"I can. But it will tell quite long, cos i haven't finish my film yet...",57,10.5
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",135,6.7
Not directly behind... Abt 4 rows behind ü...,38,15.8
"That's very rude, you on campus?",27,11.1
So why didnt you holla?,19,5.3
Come by our room at some point so we can iron out the plan for this weekend,59,0.0
Er yep sure. Props?,16,12.5
Yes I know the cheesy songs from frosty the snowman :),44,4.5
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,120,4.2
Also where's the piece,19,5.3
Love you aathi..love u lot..,24,16.7
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,88,2.3
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,61,14.799999999999999
"Come to mu, we're sorting out our narcotics situation",45,4.3999999999999995
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",246,15.4
So u workin overtime nigpun?,24,4.2
Jokin only lar... :-) depends on which phone my father can get lor...,57,15.8
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",129,4.7
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,68,1.5
ARR birthday today:) i wish him to get more oscar.,41,7.3
Guess who spent all last night phasing in and out of the fourth dimension,60,0.0
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",67,7.5
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,126,3.2
